date,_pm25,year,month,day,dayofyear,refperiod,_no2,_pm10,city
2018-06-16,54,2018,6,16,16JUN,0,0,0,Ho-Chi-Minh
2018-06-17,35,2018,6,17,17JUN,0,0,0,Ho-Chi-Minh
2018-06-19,17,2018,6,19,19JUN,0,0,0,Ho-Chi-Minh
2018-06-20,35,2018,6,20,20JUN,0,0,0,Ho-Chi-Minh
2018-06-21,44,2018,6,21,21JUN,0,0,0,Ho-Chi-Minh
2018-06-22,49,2018,6,22,22JUN,0,0,0,Ho-Chi-Minh
2018-06-23,61,2018,6,23,23JUN,0,0,0,Ho-Chi-Minh
2018-06-24,70,2018,6,24,24JUN,0,0,0,Ho-Chi-Minh
2018-06-25,68,2018,6,25,25JUN,0,0,0,Ho-Chi-Minh
2018-06-26,74,2018,6,26,26JUN,0,0,0,Ho-Chi-Minh
2018-06-27,65,2018,6,27,27JUN,0,0,0,Ho-Chi-Minh
2018-06-28,87,2018,6,28,28JUN,0,0,0,Ho-Chi-Minh
2018-06-29,109,2018,6,29,29JUN,0,0,0,Ho-Chi-Minh
2018-06-30,78,2018,6,30,30JUN,0,0,0,Ho-Chi-Minh
2018-07-01,68,2018,7,1,01JUL,0,0,0,Ho-Chi-Minh
2018-01-02,96,2018,1,2,02JAN,0,0,0,Ho-Chi-Minh
2018-01-03,104,2018,1,3,03JAN,0,0,0,Ho-Chi-Minh
2018-01-04,135,2018,1,4,04JAN,0,0,0,Ho-Chi-Minh
2018-01-05,121,2018,1,5,05JAN,0,0,0,Ho-Chi-Minh
2018-01-06,61,2018,1,6,06JAN,0,0,0,Ho-Chi-Minh
2018-01-07,57,2018,1,7,07JAN,0,0,0,Ho-Chi-Minh
2018-01-08,55,2018,1,8,08JAN,0,0,0,Ho-Chi-Minh
2018-01-09,61,2018,1,9,09JAN,0,0,0,Ho-Chi-Minh
2018-01-10,74,2018,1,10,10JAN,0,0,0,Ho-Chi-Minh
2018-01-11,113,2018,1,11,11JAN,0,0,0,Ho-Chi-Minh
2018-01-12,89,2018,1,12,12JAN,0,0,0,Ho-Chi-Minh
2018-01-13,78,2018,1,13,13JAN,0,0,0,Ho-Chi-Minh
2018-01-14,126,2018,1,14,14JAN,0,0,0,Ho-Chi-Minh
2018-01-16,132,2018,1,16,16JAN,0,0,0,Ho-Chi-Minh
2018-01-17,122,2018,1,17,17JAN,0,0,0,Ho-Chi-Minh
2018-01-18,109,2018,1,18,18JAN,0,0,0,Ho-Chi-Minh
2018-01-19,134,2018,1,19,19JAN,0,0,0,Ho-Chi-Minh
2018-01-20,115,2018,1,20,20JAN,0,0,0,Ho-Chi-Minh
2018-01-21,122,2018,1,21,21JAN,0,0,0,Ho-Chi-Minh
2018-01-22,118,2018,1,22,22JAN,0,0,0,Ho-Chi-Minh
2018-01-23,141,2018,1,23,23JAN,0,0,0,Ho-Chi-Minh
2018-01-24,106,2018,1,24,24JAN,0,0,0,Ho-Chi-Minh
2018-01-25,109,2018,1,25,25JAN,0,0,0,Ho-Chi-Minh
2018-01-26,108,2018,1,26,26JAN,0,0,0,Ho-Chi-Minh
2018-01-27,117,2018,1,27,27JAN,0,0,0,Ho-Chi-Minh
2018-01-28,130,2018,1,28,28JAN,0,0,0,Ho-Chi-Minh
2018-01-29,97,2018,1,29,29JAN,0,0,0,Ho-Chi-Minh
2018-01-30,97,2018,1,30,30JAN,0,0,0,Ho-Chi-Minh
2018-01-31,116,2018,1,31,31JAN,0,0,0,Ho-Chi-Minh
2018-02-01,119,2018,2,1,01FEB,0,0,0,Ho-Chi-Minh
2018-02-02,112,2018,2,2,02FEB,0,0,0,Ho-Chi-Minh
2018-02-03,118,2018,2,3,03FEB,0,0,0,Ho-Chi-Minh
2018-02-04,137,2018,2,4,04FEB,0,0,0,Ho-Chi-Minh
2018-02-05,123,2018,2,5,05FEB,0,0,0,Ho-Chi-Minh
2018-02-06,140,2018,2,6,06FEB,0,0,0,Ho-Chi-Minh
2018-02-07,147,2018,2,7,07FEB,0,0,0,Ho-Chi-Minh
2018-02-08,142,2018,2,8,08FEB,0,0,0,Ho-Chi-Minh
2018-02-09,135,2018,2,9,09FEB,0,0,0,Ho-Chi-Minh
2018-02-10,126,2018,2,10,10FEB,0,0,0,Ho-Chi-Minh
2018-02-11,126,2018,2,11,11FEB,0,0,0,Ho-Chi-Minh
2018-02-12,137,2018,2,12,12FEB,0,0,0,Ho-Chi-Minh
2018-02-13,124,2018,2,13,13FEB,0,0,0,Ho-Chi-Minh
2018-02-14,134,2018,2,14,14FEB,0,0,0,Ho-Chi-Minh
2018-02-15,142,2018,2,15,15FEB,0,0,0,Ho-Chi-Minh
2018-02-16,133,2018,2,16,16FEB,0,0,0,Ho-Chi-Minh
2018-02-17,123,2018,2,17,17FEB,0,0,0,Ho-Chi-Minh
2018-02-18,92,2018,2,18,18FEB,0,0,0,Ho-Chi-Minh
2018-02-19,71,2018,2,19,19FEB,0,0,0,Ho-Chi-Minh
2018-02-20,72,2018,2,20,20FEB,0,0,0,Ho-Chi-Minh
2018-02-21,73,2018,2,21,21FEB,0,0,0,Ho-Chi-Minh
2018-02-22,69,2018,2,22,22FEB,0,0,0,Ho-Chi-Minh
2018-02-23,79,2018,2,23,23FEB,0,0,0,Ho-Chi-Minh
2018-02-24,90,2018,2,24,24FEB,0,0,0,Ho-Chi-Minh
2018-02-25,85,2018,2,25,25FEB,0,0,0,Ho-Chi-Minh
2018-02-26,98,2018,2,26,26FEB,0,0,0,Ho-Chi-Minh
2018-02-27,110,2018,2,27,27FEB,0,0,0,Ho-Chi-Minh
2018-02-28,114,2018,2,28,28FEB,0,0,0,Ho-Chi-Minh
2018-03-01,86,2018,3,1,01MAR,0,0,0,Ho-Chi-Minh
2018-03-02,53,2018,3,2,02MAR,0,0,0,Ho-Chi-Minh
2018-03-03,69,2018,3,3,03MAR,0,0,0,Ho-Chi-Minh
2018-03-04,68,2018,3,4,04MAR,0,0,0,Ho-Chi-Minh
2018-03-05,73,2018,3,5,05MAR,0,0,0,Ho-Chi-Minh
2018-03-06,73,2018,3,6,06MAR,0,0,0,Ho-Chi-Minh
2018-03-07,74,2018,3,7,07MAR,0,0,0,Ho-Chi-Minh
2018-03-08,81,2018,3,8,08MAR,0,0,0,Ho-Chi-Minh
2018-03-09,89,2018,3,9,09MAR,0,0,0,Ho-Chi-Minh
2018-03-10,108,2018,3,10,10MAR,0,0,0,Ho-Chi-Minh
2018-03-11,117,2018,3,11,11MAR,0,0,0,Ho-Chi-Minh
2018-03-12,104,2018,3,12,12MAR,0,0,0,Ho-Chi-Minh
2018-03-13,123,2018,3,13,13MAR,0,0,0,Ho-Chi-Minh
2018-03-14,85,2018,3,14,14MAR,0,0,0,Ho-Chi-Minh
2018-03-15,52,2018,3,15,15MAR,0,0,0,Ho-Chi-Minh
2018-03-16,54,2018,3,16,16MAR,0,0,0,Ho-Chi-Minh
2018-03-17,50,2018,3,17,17MAR,0,0,0,Ho-Chi-Minh
2018-03-18,61,2018,3,18,18MAR,0,0,0,Ho-Chi-Minh
2018-03-19,68,2018,3,19,19MAR,0,0,0,Ho-Chi-Minh
2018-03-20,65,2018,3,20,20MAR,0,0,0,Ho-Chi-Minh
2018-03-21,66,2018,3,21,21MAR,0,0,0,Ho-Chi-Minh
2018-03-22,79,2018,3,22,22MAR,0,0,0,Ho-Chi-Minh
2018-03-23,106,2018,3,23,23MAR,0,0,0,Ho-Chi-Minh
2018-03-24,107,2018,3,24,24MAR,0,0,0,Ho-Chi-Minh
2018-03-25,105,2018,3,25,25MAR,0,0,0,Ho-Chi-Minh
2018-03-26,85,2018,3,26,26MAR,0,0,0,Ho-Chi-Minh
2018-03-27,95,2018,3,27,27MAR,0,0,0,Ho-Chi-Minh
2018-03-28,107,2018,3,28,28MAR,0,0,0,Ho-Chi-Minh
2018-03-29,105,2018,3,29,29MAR,0,0,0,Ho-Chi-Minh
2018-03-30,81,2018,3,30,30MAR,0,0,0,Ho-Chi-Minh
2018-03-31,93,2018,3,31,31MAR,0,0,0,Ho-Chi-Minh
2018-04-01,92,2018,4,1,01APR,0,0,0,Ho-Chi-Minh
2018-01-01,89,2018,1,1,01JAN,0,0,0,Ho-Chi-Minh
2019-10-02,98,2019,10,2,02OCT,0,0,0,Ho-Chi-Minh
2019-10-03,99,2019,10,3,03OCT,0,0,0,Ho-Chi-Minh
2019-10-04,122,2019,10,4,04OCT,0,0,0,Ho-Chi-Minh
2019-10-05,87,2019,10,5,05OCT,0,0,0,Ho-Chi-Minh
2019-10-06,68,2019,10,6,06OCT,0,0,0,Ho-Chi-Minh
2019-10-07,68,2019,10,7,07OCT,0,0,0,Ho-Chi-Minh
2019-10-08,62,2019,10,8,08OCT,0,0,0,Ho-Chi-Minh
2019-10-09,78,2019,10,9,09OCT,0,0,0,Ho-Chi-Minh
2019-10-10,105,2019,10,10,10OCT,0,0,0,Ho-Chi-Minh
2019-10-11,100,2019,10,11,11OCT,0,0,0,Ho-Chi-Minh
2019-10-12,76,2019,10,12,12OCT,0,0,0,Ho-Chi-Minh
2019-10-13,61,2019,10,13,13OCT,0,0,0,Ho-Chi-Minh
2019-10-14,90,2019,10,14,14OCT,0,0,0,Ho-Chi-Minh
2019-10-15,73,2019,10,15,15OCT,0,0,0,Ho-Chi-Minh
2019-10-16,82,2019,10,16,16OCT,0,0,0,Ho-Chi-Minh
2019-10-17,93,2019,10,17,17OCT,0,0,0,Ho-Chi-Minh
2019-10-18,108,2019,10,18,18OCT,0,0,0,Ho-Chi-Minh
2019-10-19,116,2019,10,19,19OCT,0,0,0,Ho-Chi-Minh
2019-10-20,116,2019,10,20,20OCT,0,0,0,Ho-Chi-Minh
2019-10-21,106,2019,10,21,21OCT,0,0,0,Ho-Chi-Minh
2019-10-22,125,2019,10,22,22OCT,0,0,0,Ho-Chi-Minh
2019-10-23,129,2019,10,23,23OCT,0,0,0,Ho-Chi-Minh
2019-10-24,91,2019,10,24,24OCT,0,0,0,Ho-Chi-Minh
2019-10-25,103,2019,10,25,25OCT,0,0,0,Ho-Chi-Minh
2019-10-26,121,2019,10,26,26OCT,0,0,0,Ho-Chi-Minh
2019-10-27,105,2019,10,27,27OCT,0,0,0,Ho-Chi-Minh
2019-10-28,121,2019,10,28,28OCT,0,0,0,Ho-Chi-Minh
2019-10-29,103,2019,10,29,29OCT,0,0,0,Ho-Chi-Minh
2019-10-30,99,2019,10,30,30OCT,0,0,0,Ho-Chi-Minh
2019-10-31,112,2019,10,31,31OCT,0,0,0,Ho-Chi-Minh
2019-11-01,93,2019,11,1,01NOV,0,0,0,Ho-Chi-Minh
2019-11-02,100,2019,11,2,02NOV,0,0,0,Ho-Chi-Minh
2019-11-03,79,2019,11,3,03NOV,0,0,0,Ho-Chi-Minh
2019-11-04,109,2019,11,4,04NOV,0,0,0,Ho-Chi-Minh
2019-11-05,113,2019,11,5,05NOV,0,0,0,Ho-Chi-Minh
2019-11-06,150,2019,11,6,06NOV,0,0,0,Ho-Chi-Minh
2019-11-07,155,2019,11,7,07NOV,0,0,0,Ho-Chi-Minh
2019-11-08,157,2019,11,8,08NOV,0,0,0,Ho-Chi-Minh
2019-11-09,222,2019,11,9,09NOV,0,0,0,Ho-Chi-Minh
2019-11-10,169,2019,11,10,10NOV,0,0,0,Ho-Chi-Minh
2019-11-11,163,2019,11,11,11NOV,0,0,0,Ho-Chi-Minh
2019-11-13,166,2019,11,13,13NOV,0,0,0,Ho-Chi-Minh
2019-11-14,156,2019,11,14,14NOV,0,0,0,Ho-Chi-Minh
2019-11-16,111,2019,11,16,16NOV,0,0,0,Ho-Chi-Minh
2019-11-17,118,2019,11,17,17NOV,0,0,0,Ho-Chi-Minh
2019-11-18,97,2019,11,18,18NOV,0,0,0,Ho-Chi-Minh
2019-11-19,82,2019,11,19,19NOV,0,0,0,Ho-Chi-Minh
2019-11-20,101,2019,11,20,20NOV,0,0,0,Ho-Chi-Minh
2019-11-21,100,2019,11,21,21NOV,0,0,0,Ho-Chi-Minh
2019-11-22,129,2019,11,22,22NOV,0,0,0,Ho-Chi-Minh
2019-11-23,130,2019,11,23,23NOV,0,0,0,Ho-Chi-Minh
2019-11-24,126,2019,11,24,24NOV,0,0,0,Ho-Chi-Minh
2019-11-25,110,2019,11,25,25NOV,0,0,0,Ho-Chi-Minh
2019-11-26,112,2019,11,26,26NOV,0,0,0,Ho-Chi-Minh
2019-11-27,101,2019,11,27,27NOV,0,0,0,Ho-Chi-Minh
2019-11-28,86,2019,11,28,28NOV,0,0,0,Ho-Chi-Minh
2019-11-29,86,2019,11,29,29NOV,0,0,0,Ho-Chi-Minh
2019-11-30,88,2019,11,30,30NOV,0,0,0,Ho-Chi-Minh
2019-12-01,88,2019,12,1,01DEC,0,0,0,Ho-Chi-Minh
2019-12-02,89,2019,12,2,02DEC,0,0,0,Ho-Chi-Minh
2019-12-03,101,2019,12,3,03DEC,0,0,0,Ho-Chi-Minh
2019-12-04,111,2019,12,4,04DEC,0,0,0,Ho-Chi-Minh
2019-12-05,108,2019,12,5,05DEC,0,0,0,Ho-Chi-Minh
2019-12-06,113,2019,12,6,06DEC,0,0,0,Ho-Chi-Minh
2019-12-07,70,2019,12,7,07DEC,0,0,0,Ho-Chi-Minh
2019-12-08,104,2019,12,8,08DEC,0,0,0,Ho-Chi-Minh
2019-12-09,89,2019,12,9,09DEC,0,0,0,Ho-Chi-Minh
2019-12-10,96,2019,12,10,10DEC,0,0,0,Ho-Chi-Minh
2019-12-11,128,2019,12,11,11DEC,0,0,0,Ho-Chi-Minh
2019-12-12,130,2019,12,12,12DEC,0,0,0,Ho-Chi-Minh
2019-12-13,122,2019,12,13,13DEC,0,0,0,Ho-Chi-Minh
2019-12-14,118,2019,12,14,14DEC,0,0,0,Ho-Chi-Minh
2019-12-15,110,2019,12,15,15DEC,0,0,0,Ho-Chi-Minh
2019-12-16,87,2019,12,16,16DEC,0,0,0,Ho-Chi-Minh
2019-12-17,84,2019,12,17,17DEC,0,0,0,Ho-Chi-Minh
2019-12-18,91,2019,12,18,18DEC,0,0,0,Ho-Chi-Minh
2019-12-19,96,2019,12,19,19DEC,0,0,0,Ho-Chi-Minh
2019-12-20,106,2019,12,20,20DEC,0,0,0,Ho-Chi-Minh
2019-12-21,105,2019,12,21,21DEC,0,0,0,Ho-Chi-Minh
2019-12-22,103,2019,12,22,22DEC,0,0,0,Ho-Chi-Minh
2019-12-23,105,2019,12,23,23DEC,0,0,0,Ho-Chi-Minh
2019-12-24,94,2019,12,24,24DEC,0,0,0,Ho-Chi-Minh
2019-12-25,91,2019,12,25,25DEC,0,0,0,Ho-Chi-Minh
2019-12-26,98,2019,12,26,26DEC,0,0,0,Ho-Chi-Minh
2019-12-27,82,2019,12,27,27DEC,0,0,0,Ho-Chi-Minh
2019-12-28,107,2019,12,28,28DEC,0,0,0,Ho-Chi-Minh
2019-12-29,140,2019,12,29,29DEC,0,0,0,Ho-Chi-Minh
2019-12-30,137,2019,12,30,30DEC,0,0,0,Ho-Chi-Minh
2019-07-02,68,2019,7,2,02JUL,0,0,0,Ho-Chi-Minh
2019-07-03,70,2019,7,3,03JUL,0,0,0,Ho-Chi-Minh
2019-07-04,54,2019,7,4,04JUL,0,0,0,Ho-Chi-Minh
2019-07-05,54,2019,7,5,05JUL,0,0,0,Ho-Chi-Minh
2019-07-06,73,2019,7,6,06JUL,0,0,0,Ho-Chi-Minh
2019-07-07,71,2019,7,7,07JUL,0,0,0,Ho-Chi-Minh
2019-07-10,76,2019,7,10,10JUL,0,0,0,Ho-Chi-Minh
2019-07-11,77,2019,7,11,11JUL,0,0,0,Ho-Chi-Minh
2019-07-12,81,2019,7,12,12JUL,0,0,0,Ho-Chi-Minh
2019-07-13,80,2019,7,13,13JUL,0,0,0,Ho-Chi-Minh
2019-07-14,69,2019,7,14,14JUL,0,0,0,Ho-Chi-Minh
2019-07-15,67,2019,7,15,15JUL,0,0,0,Ho-Chi-Minh
2019-07-16,75,2019,7,16,16JUL,0,0,0,Ho-Chi-Minh
2019-07-17,62,2019,7,17,17JUL,0,0,0,Ho-Chi-Minh
2019-07-18,57,2019,7,18,18JUL,0,0,0,Ho-Chi-Minh
2019-07-19,52,2019,7,19,19JUL,0,0,0,Ho-Chi-Minh
2019-07-20,49,2019,7,20,20JUL,0,0,0,Ho-Chi-Minh
2019-07-21,53,2019,7,21,21JUL,0,0,0,Ho-Chi-Minh
2019-07-22,71,2019,7,22,22JUL,0,0,0,Ho-Chi-Minh
2019-07-23,59,2019,7,23,23JUL,0,0,0,Ho-Chi-Minh
2019-07-24,72,2019,7,24,24JUL,0,0,0,Ho-Chi-Minh
2019-07-25,64,2019,7,25,25JUL,0,0,0,Ho-Chi-Minh
2019-07-26,71,2019,7,26,26JUL,0,0,0,Ho-Chi-Minh
2019-07-27,70,2019,7,27,27JUL,0,0,0,Ho-Chi-Minh
2019-07-28,70,2019,7,28,28JUL,0,0,0,Ho-Chi-Minh
2019-07-29,77,2019,7,29,29JUL,0,0,0,Ho-Chi-Minh
2019-07-30,63,2019,7,30,30JUL,0,0,0,Ho-Chi-Minh
2019-07-31,75,2019,7,31,31JUL,0,0,0,Ho-Chi-Minh
2019-08-01,73,2019,8,1,01AUG,0,0,0,Ho-Chi-Minh
2019-08-02,70,2019,8,2,02AUG,0,0,0,Ho-Chi-Minh
2019-08-03,56,2019,8,3,03AUG,0,0,0,Ho-Chi-Minh
2019-08-04,50,2019,8,4,04AUG,0,0,0,Ho-Chi-Minh
2019-08-05,51,2019,8,5,05AUG,0,0,0,Ho-Chi-Minh
2019-08-06,62,2019,8,6,06AUG,0,0,0,Ho-Chi-Minh
2019-08-07,55,2019,8,7,07AUG,0,0,0,Ho-Chi-Minh
2019-08-08,54,2019,8,8,08AUG,0,0,0,Ho-Chi-Minh
2019-08-09,55,2019,8,9,09AUG,0,0,0,Ho-Chi-Minh
2019-08-10,46,2019,8,10,10AUG,0,0,0,Ho-Chi-Minh
2019-08-11,47,2019,8,11,11AUG,0,0,0,Ho-Chi-Minh
2019-08-12,57,2019,8,12,12AUG,0,0,0,Ho-Chi-Minh
2019-08-13,78,2019,8,13,13AUG,0,0,0,Ho-Chi-Minh
2019-08-14,80,2019,8,14,14AUG,0,0,0,Ho-Chi-Minh
2019-08-15,74,2019,8,15,15AUG,0,0,0,Ho-Chi-Minh
2019-08-16,53,2019,8,16,16AUG,0,0,0,Ho-Chi-Minh
2019-08-17,50,2019,8,17,17AUG,0,0,0,Ho-Chi-Minh
2019-08-18,77,2019,8,18,18AUG,0,0,0,Ho-Chi-Minh
2019-08-19,107,2019,8,19,19AUG,0,0,0,Ho-Chi-Minh
2019-08-20,86,2019,8,20,20AUG,0,0,0,Ho-Chi-Minh
2019-08-21,65,2019,8,21,21AUG,0,0,0,Ho-Chi-Minh
2019-08-22,79,2019,8,22,22AUG,0,0,0,Ho-Chi-Minh
2019-08-23,75,2019,8,23,23AUG,0,0,0,Ho-Chi-Minh
2019-08-24,66,2019,8,24,24AUG,0,0,0,Ho-Chi-Minh
2019-08-25,71,2019,8,25,25AUG,0,0,0,Ho-Chi-Minh
2019-08-26,54,2019,8,26,26AUG,0,0,0,Ho-Chi-Minh
2019-08-27,55,2019,8,27,27AUG,0,0,0,Ho-Chi-Minh
2019-08-28,65,2019,8,28,28AUG,0,0,0,Ho-Chi-Minh
2019-08-29,60,2019,8,29,29AUG,0,0,0,Ho-Chi-Minh
2019-08-30,55,2019,8,30,30AUG,0,0,0,Ho-Chi-Minh
2019-08-31,52,2019,8,31,31AUG,0,0,0,Ho-Chi-Minh
2019-09-01,58,2019,9,1,01SEP,0,0,0,Ho-Chi-Minh
2019-09-02,63,2019,9,2,02SEP,0,0,0,Ho-Chi-Minh
2019-09-03,36,2019,9,3,03SEP,0,0,0,Ho-Chi-Minh
2019-09-04,48,2019,9,4,04SEP,0,0,0,Ho-Chi-Minh
2019-09-05,55,2019,9,5,05SEP,0,0,0,Ho-Chi-Minh
2019-09-06,49,2019,9,6,06SEP,0,0,0,Ho-Chi-Minh
2019-09-07,58,2019,9,7,07SEP,0,0,0,Ho-Chi-Minh
2019-09-08,69,2019,9,8,08SEP,0,0,0,Ho-Chi-Minh
2019-09-09,74,2019,9,9,09SEP,0,0,0,Ho-Chi-Minh
2019-09-10,68,2019,9,10,10SEP,0,0,0,Ho-Chi-Minh
2019-09-11,80,2019,9,11,11SEP,0,0,0,Ho-Chi-Minh
2019-09-12,76,2019,9,12,12SEP,0,0,0,Ho-Chi-Minh
2019-09-13,89,2019,9,13,13SEP,0,0,0,Ho-Chi-Minh
2019-09-14,76,2019,9,14,14SEP,0,0,0,Ho-Chi-Minh
2019-09-15,70,2019,9,15,15SEP,0,0,0,Ho-Chi-Minh
2019-09-16,52,2019,9,16,16SEP,0,0,0,Ho-Chi-Minh
2019-09-17,57,2019,9,17,17SEP,0,0,0,Ho-Chi-Minh
2019-09-18,48,2019,9,18,18SEP,0,0,0,Ho-Chi-Minh
2019-09-19,50,2019,9,19,19SEP,0,0,0,Ho-Chi-Minh
2019-09-20,73,2019,9,20,20SEP,0,0,0,Ho-Chi-Minh
2019-09-21,132,2019,9,21,21SEP,0,0,0,Ho-Chi-Minh
2019-09-22,120,2019,9,22,22SEP,0,0,0,Ho-Chi-Minh
2019-09-23,126,2019,9,23,23SEP,0,0,0,Ho-Chi-Minh
2019-09-24,98,2019,9,24,24SEP,0,0,0,Ho-Chi-Minh
2019-09-25,120,2019,9,25,25SEP,0,0,0,Ho-Chi-Minh
2019-09-26,94,2019,9,26,26SEP,0,0,0,Ho-Chi-Minh
2019-09-27,104,2019,9,27,27SEP,0,0,0,Ho-Chi-Minh
2019-09-28,115,2019,9,28,28SEP,0,0,0,Ho-Chi-Minh
2019-09-29,118,2019,9,29,29SEP,0,0,0,Ho-Chi-Minh
2019-09-30,88,2019,9,30,30SEP,0,0,0,Ho-Chi-Minh
2019-10-01,102,2019,10,1,01OCT,0,0,0,Ho-Chi-Minh
2019-04-02,70,2019,4,2,02APR,1,0,0,Ho-Chi-Minh
2019-04-03,76,2019,4,3,03APR,1,0,0,Ho-Chi-Minh
2019-04-04,82,2019,4,4,04APR,1,0,0,Ho-Chi-Minh
2019-04-05,77,2019,4,5,05APR,1,0,0,Ho-Chi-Minh
2019-04-06,76,2019,4,6,06APR,1,0,0,Ho-Chi-Minh
2019-04-07,78,2019,4,7,07APR,1,0,0,Ho-Chi-Minh
2019-04-08,69,2019,4,8,08APR,1,0,0,Ho-Chi-Minh
2019-04-09,59,2019,4,9,09APR,1,0,0,Ho-Chi-Minh
2019-04-10,47,2019,4,10,10APR,1,0,0,Ho-Chi-Minh
2019-04-11,35,2019,4,11,11APR,1,0,0,Ho-Chi-Minh
2019-04-12,44,2019,4,12,12APR,1,0,0,Ho-Chi-Minh
2019-04-13,44,2019,4,13,13APR,1,0,0,Ho-Chi-Minh
