date,_pm25,year,month,day,dayofyear,refperiod,_no2,_pm10,city
2019-04-14,47,2019,4,14,14APR,1,0,0,Ho-Chi-Minh
2019-04-15,38,2019,4,15,15APR,1,0,0,Ho-Chi-Minh
2019-04-16,40,2019,4,16,16APR,0,0,0,Ho-Chi-Minh
2019-04-17,57,2019,4,17,17APR,0,0,0,Ho-Chi-Minh
2019-04-18,59,2019,4,18,18APR,0,0,0,Ho-Chi-Minh
2019-04-19,64,2019,4,19,19APR,0,0,0,Ho-Chi-Minh
2019-04-20,14,2019,4,20,20APR,0,0,0,Ho-Chi-Minh
2019-04-21,15,2019,4,21,21APR,0,0,0,Ho-Chi-Minh
2019-04-22,17,2019,4,22,22APR,0,0,0,Ho-Chi-Minh
2019-04-23,38,2019,4,23,23APR,0,0,0,Ho-Chi-Minh
2019-04-24,67,2019,4,24,24APR,0,0,0,Ho-Chi-Minh
2019-04-25,73,2019,4,25,25APR,0,0,0,Ho-Chi-Minh
2019-04-26,75,2019,4,26,26APR,0,0,0,Ho-Chi-Minh
2019-04-27,61,2019,4,27,27APR,0,0,0,Ho-Chi-Minh
2019-04-28,64,2019,4,28,28APR,0,0,0,Ho-Chi-Minh
2019-04-29,74,2019,4,29,29APR,0,0,0,Ho-Chi-Minh
2019-04-30,93,2019,4,30,30APR,0,0,0,Ho-Chi-Minh
2019-05-01,56,2019,5,1,01MAY,0,0,0,Ho-Chi-Minh
2019-05-02,64,2019,5,2,02MAY,0,0,0,Ho-Chi-Minh
2019-05-03,64,2019,5,3,03MAY,0,0,0,Ho-Chi-Minh
2019-05-04,90,2019,5,4,04MAY,0,0,0,Ho-Chi-Minh
2019-05-05,66,2019,5,5,05MAY,0,0,0,Ho-Chi-Minh
2019-05-06,73,2019,5,6,06MAY,0,0,0,Ho-Chi-Minh
2019-05-07,66,2019,5,7,07MAY,0,0,0,Ho-Chi-Minh
2019-05-08,69,2019,5,8,08MAY,0,0,0,Ho-Chi-Minh
2019-05-09,67,2019,5,9,09MAY,0,0,0,Ho-Chi-Minh
2019-05-10,80,2019,5,10,10MAY,0,0,0,Ho-Chi-Minh
2019-05-11,87,2019,5,11,11MAY,0,0,0,Ho-Chi-Minh
2019-05-12,109,2019,5,12,12MAY,0,0,0,Ho-Chi-Minh
2019-05-13,95,2019,5,13,13MAY,0,0,0,Ho-Chi-Minh
2019-05-14,73,2019,5,14,14MAY,0,0,0,Ho-Chi-Minh
2019-05-15,76,2019,5,15,15MAY,0,0,0,Ho-Chi-Minh
2019-05-16,83,2019,5,16,16MAY,0,0,0,Ho-Chi-Minh
2019-05-17,67,2019,5,17,17MAY,0,0,0,Ho-Chi-Minh
2019-05-18,65,2019,5,18,18MAY,0,0,0,Ho-Chi-Minh
2019-05-19,60,2019,5,19,19MAY,0,0,0,Ho-Chi-Minh
2019-05-20,56,2019,5,20,20MAY,0,0,0,Ho-Chi-Minh
2019-05-21,63,2019,5,21,21MAY,0,0,0,Ho-Chi-Minh
2019-05-22,69,2019,5,22,22MAY,0,0,0,Ho-Chi-Minh
2019-05-23,82,2019,5,23,23MAY,0,0,0,Ho-Chi-Minh
2019-06-03,98,2019,6,3,03JUN,0,0,0,Ho-Chi-Minh
2019-06-04,90,2019,6,4,04JUN,0,0,0,Ho-Chi-Minh
2019-06-05,97,2019,6,5,05JUN,0,0,0,Ho-Chi-Minh
2019-06-06,94,2019,6,6,06JUN,0,0,0,Ho-Chi-Minh
2019-06-13,68,2019,6,13,13JUN,0,0,0,Ho-Chi-Minh
2019-06-14,73,2019,6,14,14JUN,0,0,0,Ho-Chi-Minh
2019-06-15,67,2019,6,15,15JUN,0,0,0,Ho-Chi-Minh
2019-06-16,81,2019,6,16,16JUN,0,0,0,Ho-Chi-Minh
2019-06-24,40,2019,6,24,24JUN,0,0,0,Ho-Chi-Minh
2019-06-25,45,2019,6,25,25JUN,0,0,0,Ho-Chi-Minh
2019-06-26,61,2019,6,26,26JUN,0,0,0,Ho-Chi-Minh
2019-06-27,68,2019,6,27,27JUN,0,0,0,Ho-Chi-Minh
2019-06-28,57,2019,6,28,28JUN,0,0,0,Ho-Chi-Minh
2019-06-29,65,2019,6,29,29JUN,0,0,0,Ho-Chi-Minh
2019-06-30,72,2019,6,30,30JUN,0,0,0,Ho-Chi-Minh
2019-07-01,73,2019,7,1,01JUL,0,0,0,Ho-Chi-Minh
2019-01-02,63,2019,1,2,02JAN,0,0,0,Ho-Chi-Minh
2019-01-03,76,2019,1,3,03JAN,0,0,0,Ho-Chi-Minh
2019-01-04,80,2019,1,4,04JAN,0,0,0,Ho-Chi-Minh
2019-01-05,63,2019,1,5,05JAN,0,0,0,Ho-Chi-Minh
2019-01-06,69,2019,1,6,06JAN,0,0,0,Ho-Chi-Minh
2019-01-07,84,2019,1,7,07JAN,0,0,0,Ho-Chi-Minh
2019-01-08,61,2019,1,8,08JAN,0,0,0,Ho-Chi-Minh
2019-01-09,91,2019,1,9,09JAN,0,0,0,Ho-Chi-Minh
2019-01-10,76,2019,1,10,10JAN,0,0,0,Ho-Chi-Minh
2019-01-11,66,2019,1,11,11JAN,0,0,0,Ho-Chi-Minh
2019-01-12,87,2019,1,12,12JAN,0,0,0,Ho-Chi-Minh
2019-01-13,88,2019,1,13,13JAN,0,0,0,Ho-Chi-Minh
2019-01-14,104,2019,1,14,14JAN,0,0,0,Ho-Chi-Minh
2019-01-15,99,2019,1,15,15JAN,0,0,0,Ho-Chi-Minh
2019-01-16,118,2019,1,16,16JAN,0,0,0,Ho-Chi-Minh
2019-01-17,99,2019,1,17,17JAN,0,0,0,Ho-Chi-Minh
2019-01-18,86,2019,1,18,18JAN,0,0,0,Ho-Chi-Minh
2019-01-19,82,2019,1,19,19JAN,0,0,0,Ho-Chi-Minh
2019-01-20,90,2019,1,20,20JAN,0,0,0,Ho-Chi-Minh
2019-01-21,107,2019,1,21,21JAN,0,0,0,Ho-Chi-Minh
2019-01-22,91,2019,1,22,22JAN,0,0,0,Ho-Chi-Minh
2019-01-23,111,2019,1,23,23JAN,0,0,0,Ho-Chi-Minh
2019-01-24,114,2019,1,24,24JAN,0,0,0,Ho-Chi-Minh
2019-01-25,108,2019,1,25,25JAN,0,0,0,Ho-Chi-Minh
2019-01-26,121,2019,1,26,26JAN,0,0,0,Ho-Chi-Minh
2019-01-27,115,2019,1,27,27JAN,0,0,0,Ho-Chi-Minh
2019-01-28,105,2019,1,28,28JAN,0,0,0,Ho-Chi-Minh
2019-01-29,123,2019,1,29,29JAN,0,0,0,Ho-Chi-Minh
2019-01-30,104,2019,1,30,30JAN,0,0,0,Ho-Chi-Minh
2019-01-31,85,2019,1,31,31JAN,0,0,0,Ho-Chi-Minh
2019-02-01,87,2019,2,1,01FEB,0,0,0,Ho-Chi-Minh
2019-02-02,94,2019,2,2,02FEB,0,0,0,Ho-Chi-Minh
2019-02-03,83,2019,2,3,03FEB,0,0,0,Ho-Chi-Minh
2019-02-04,73,2019,2,4,04FEB,0,0,0,Ho-Chi-Minh
2019-02-05,63,2019,2,5,05FEB,0,0,0,Ho-Chi-Minh
2019-02-06,68,2019,2,6,06FEB,0,0,0,Ho-Chi-Minh
2019-02-07,59,2019,2,7,07FEB,0,0,0,Ho-Chi-Minh
2019-02-08,57,2019,2,8,08FEB,0,0,0,Ho-Chi-Minh
2019-02-09,64,2019,2,9,09FEB,0,0,0,Ho-Chi-Minh
2019-02-10,66,2019,2,10,10FEB,0,0,0,Ho-Chi-Minh
2019-02-11,59,2019,2,11,11FEB,0,0,0,Ho-Chi-Minh
2019-02-12,71,2019,2,12,12FEB,0,0,0,Ho-Chi-Minh
2019-02-13,67,2019,2,13,13FEB,0,0,0,Ho-Chi-Minh
2019-02-14,75,2019,2,14,14FEB,0,0,0,Ho-Chi-Minh
2019-02-15,69,2019,2,15,15FEB,0,0,0,Ho-Chi-Minh
2019-02-16,68,2019,2,16,16FEB,0,0,0,Ho-Chi-Minh
2019-02-17,67,2019,2,17,17FEB,0,0,0,Ho-Chi-Minh
2019-02-18,63,2019,2,18,18FEB,0,0,0,Ho-Chi-Minh
2019-02-19,61,2019,2,19,19FEB,0,0,0,Ho-Chi-Minh
2019-02-20,69,2019,2,20,20FEB,0,0,0,Ho-Chi-Minh
2019-02-21,54,2019,2,21,21FEB,0,0,0,Ho-Chi-Minh
2019-02-22,46,2019,2,22,22FEB,0,0,0,Ho-Chi-Minh
2019-02-23,46,2019,2,23,23FEB,0,0,0,Ho-Chi-Minh
2019-02-24,44,2019,2,24,24FEB,0,0,0,Ho-Chi-Minh
2019-02-25,47,2019,2,25,25FEB,0,0,0,Ho-Chi-Minh
2019-02-26,51,2019,2,26,26FEB,0,0,0,Ho-Chi-Minh
2019-02-27,67,2019,2,27,27FEB,0,0,0,Ho-Chi-Minh
2019-02-28,76,2019,2,28,28FEB,0,0,0,Ho-Chi-Minh
2019-03-01,63,2019,3,1,01MAR,0,0,0,Ho-Chi-Minh
2019-03-02,66,2019,3,2,02MAR,0,0,0,Ho-Chi-Minh
2019-03-03,52,2019,3,3,03MAR,0,0,0,Ho-Chi-Minh
2019-03-04,56,2019,3,4,04MAR,0,0,0,Ho-Chi-Minh
2019-03-05,43,2019,3,5,05MAR,0,0,0,Ho-Chi-Minh
2019-03-06,37,2019,3,6,06MAR,0,0,0,Ho-Chi-Minh
2019-03-07,44,2019,3,7,07MAR,0,0,0,Ho-Chi-Minh
2019-03-08,31,2019,3,8,08MAR,0,0,0,Ho-Chi-Minh
2019-03-09,34,2019,3,9,09MAR,0,0,0,Ho-Chi-Minh
2019-03-10,23,2019,3,10,10MAR,0,0,0,Ho-Chi-Minh
2019-03-11,37,2019,3,11,11MAR,0,0,0,Ho-Chi-Minh
2019-03-12,54,2019,3,12,12MAR,0,0,0,Ho-Chi-Minh
2019-03-13,52,2019,3,13,13MAR,0,0,0,Ho-Chi-Minh
2019-03-14,69,2019,3,14,14MAR,0,0,0,Ho-Chi-Minh
2019-03-15,59,2019,3,15,15MAR,0,0,0,Ho-Chi-Minh
2019-03-16,78,2019,3,16,16MAR,0,0,0,Ho-Chi-Minh
2019-03-17,99,2019,3,17,17MAR,0,0,0,Ho-Chi-Minh
2019-03-18,95,2019,3,18,18MAR,0,0,0,Ho-Chi-Minh
2019-03-19,76,2019,3,19,19MAR,0,0,0,Ho-Chi-Minh
2019-03-20,48,2019,3,20,20MAR,0,0,0,Ho-Chi-Minh
2019-03-21,39,2019,3,21,21MAR,0,0,0,Ho-Chi-Minh
2019-03-22,36,2019,3,22,22MAR,0,0,0,Ho-Chi-Minh
2019-03-23,40,2019,3,23,23MAR,0,0,0,Ho-Chi-Minh
2019-03-24,24,2019,3,24,24MAR,0,0,0,Ho-Chi-Minh
2019-03-27,57,2019,3,27,27MAR,0,0,0,Ho-Chi-Minh
2019-03-28,54,2019,3,28,28MAR,0,0,0,Ho-Chi-Minh
2019-03-29,55,2019,3,29,29MAR,0,0,0,Ho-Chi-Minh
2019-03-30,51,2019,3,30,30MAR,0,0,0,Ho-Chi-Minh
2019-03-31,55,2019,3,31,31MAR,1,0,0,Ho-Chi-Minh
2019-04-01,57,2019,4,1,01APR,1,0,0,Ho-Chi-Minh
2020-10-02,60,2020,10,2,02OCT,0,0,0,Ho-Chi-Minh
2020-10-03,76,2020,10,3,03OCT,0,0,0,Ho-Chi-Minh
2020-10-04,75,2020,10,4,04OCT,0,0,0,Ho-Chi-Minh
2020-10-05,45,2020,10,5,05OCT,0,0,0,Ho-Chi-Minh
2020-10-06,50,2020,10,6,06OCT,0,0,0,Ho-Chi-Minh
2020-10-07,67,2020,10,7,07OCT,0,0,0,Ho-Chi-Minh
2020-10-08,63,2020,10,8,08OCT,0,0,0,Ho-Chi-Minh
2020-10-09,48,2020,10,9,09OCT,0,0,0,Ho-Chi-Minh
2020-10-10,58,2020,10,10,10OCT,0,0,0,Ho-Chi-Minh
2020-10-11,83,2020,10,11,11OCT,0,0,0,Ho-Chi-Minh
2020-10-12,50,2020,10,12,12OCT,0,0,0,Ho-Chi-Minh
2020-10-13,46,2020,10,13,13OCT,0,0,0,Ho-Chi-Minh
2020-10-14,58,2020,10,14,14OCT,0,0,0,Ho-Chi-Minh
2020-10-15,49,2020,10,15,15OCT,0,0,0,Ho-Chi-Minh
2020-10-16,51,2020,10,16,16OCT,0,0,0,Ho-Chi-Minh
2020-10-17,40,2020,10,17,17OCT,0,0,0,Ho-Chi-Minh
2020-10-18,37,2020,10,18,18OCT,0,0,0,Ho-Chi-Minh
2020-10-19,44,2020,10,19,19OCT,0,0,0,Ho-Chi-Minh
2020-10-20,56,2020,10,20,20OCT,0,0,0,Ho-Chi-Minh
2020-10-21,63,2020,10,21,21OCT,0,0,0,Ho-Chi-Minh
2020-10-22,56,2020,10,22,22OCT,0,0,0,Ho-Chi-Minh
2020-10-23,102,2020,10,23,23OCT,0,0,0,Ho-Chi-Minh
2020-10-24,70,2020,10,24,24OCT,0,0,0,Ho-Chi-Minh
2020-10-25,85,2020,10,25,25OCT,0,0,0,Ho-Chi-Minh
2020-10-26,70,2020,10,26,26OCT,0,0,0,Ho-Chi-Minh
2020-10-27,97,2020,10,27,27OCT,0,0,0,Ho-Chi-Minh
2020-10-28,87,2020,10,28,28OCT,0,0,0,Ho-Chi-Minh
2020-10-29,79,2020,10,29,29OCT,0,0,0,Ho-Chi-Minh
2020-10-30,58,2020,10,30,30OCT,0,0,0,Ho-Chi-Minh
2020-10-31,72,2020,10,31,31OCT,0,0,0,Ho-Chi-Minh
2020-11-01,78,2020,11,1,01NOV,0,0,0,Ho-Chi-Minh
2020-11-02,63,2020,11,2,02NOV,0,0,0,Ho-Chi-Minh
2020-11-03,63,2020,11,3,03NOV,0,0,0,Ho-Chi-Minh
2020-11-04,102,2020,11,4,04NOV,0,0,0,Ho-Chi-Minh
2020-11-05,97,2020,11,5,05NOV,0,0,0,Ho-Chi-Minh
2020-11-06,110,2020,11,6,06NOV,0,0,0,Ho-Chi-Minh
2020-11-07,87,2020,11,7,07NOV,0,0,0,Ho-Chi-Minh
2020-11-08,73,2020,11,8,08NOV,0,0,0,Ho-Chi-Minh
2020-11-09,81,2020,11,9,09NOV,0,0,0,Ho-Chi-Minh
2020-11-10,93,2020,11,10,10NOV,0,0,0,Ho-Chi-Minh
2020-11-11,83,2020,11,11,11NOV,0,0,0,Ho-Chi-Minh
2020-11-12,71,2020,11,12,12NOV,0,0,0,Ho-Chi-Minh
2020-11-13,100,2020,11,13,13NOV,0,0,0,Ho-Chi-Minh
2020-11-14,86,2020,11,14,14NOV,0,0,0,Ho-Chi-Minh
2020-11-15,80,2020,11,15,15NOV,0,0,0,Ho-Chi-Minh
2020-11-16,90,2020,11,16,16NOV,0,0,0,Ho-Chi-Minh
2020-11-17,90,2020,11,17,17NOV,0,0,0,Ho-Chi-Minh
2020-11-18,103,2020,11,18,18NOV,0,0,0,Ho-Chi-Minh
2020-11-19,84,2020,11,19,19NOV,0,0,0,Ho-Chi-Minh
2020-11-20,85,2020,11,20,20NOV,0,0,0,Ho-Chi-Minh
2020-11-21,68,2020,11,21,21NOV,0,0,0,Ho-Chi-Minh
2020-11-22,110,2020,11,22,22NOV,0,0,0,Ho-Chi-Minh
2020-11-23,92,2020,11,23,23NOV,0,0,0,Ho-Chi-Minh
2020-11-24,95,2020,11,24,24NOV,0,0,0,Ho-Chi-Minh
2020-11-25,95,2020,11,25,25NOV,0,0,0,Ho-Chi-Minh
2020-11-26,90,2020,11,26,26NOV,0,0,0,Ho-Chi-Minh
2020-11-27,90,2020,11,27,27NOV,0,0,0,Ho-Chi-Minh
2020-11-28,98,2020,11,28,28NOV,0,0,0,Ho-Chi-Minh
2020-11-29,72,2020,11,29,29NOV,0,0,0,Ho-Chi-Minh
2020-11-30,74,2020,11,30,30NOV,0,0,0,Ho-Chi-Minh
2020-12-01,75,2020,12,1,01DEC,0,0,0,Ho-Chi-Minh
2020-12-02,82,2020,12,2,02DEC,0,0,0,Ho-Chi-Minh
2020-12-03,72,2020,12,3,03DEC,0,0,0,Ho-Chi-Minh
2020-12-04,77,2020,12,4,04DEC,0,0,0,Ho-Chi-Minh
2020-12-05,88,2020,12,5,05DEC,0,0,0,Ho-Chi-Minh
2020-12-06,109,2020,12,6,06DEC,0,0,0,Ho-Chi-Minh
2020-12-07,80,2020,12,7,07DEC,0,0,0,Ho-Chi-Minh
2020-12-08,84,2020,12,8,08DEC,0,0,0,Ho-Chi-Minh
2020-12-09,90,2020,12,9,09DEC,0,0,0,Ho-Chi-Minh
2020-12-10,88,2020,12,10,10DEC,0,0,0,Ho-Chi-Minh
2020-12-11,108,2020,12,11,11DEC,0,0,0,Ho-Chi-Minh
2020-12-12,118,2020,12,12,12DEC,0,0,0,Ho-Chi-Minh
2020-12-13,92,2020,12,13,13DEC,0,0,0,Ho-Chi-Minh
2020-12-14,121,2020,12,14,14DEC,0,0,0,Ho-Chi-Minh
2020-12-15,66,2020,12,15,15DEC,0,0,0,Ho-Chi-Minh
2020-12-16,105,2020,12,16,16DEC,0,0,0,Ho-Chi-Minh
2020-12-17,90,2020,12,17,17DEC,0,0,0,Ho-Chi-Minh
2020-12-18,77,2020,12,18,18DEC,0,0,0,Ho-Chi-Minh
2020-12-19,65,2020,12,19,19DEC,0,0,0,Ho-Chi-Minh
2020-12-20,60,2020,12,20,20DEC,0,0,0,Ho-Chi-Minh
2020-12-21,58,2020,12,21,21DEC,0,0,0,Ho-Chi-Minh
2020-12-22,54,2020,12,22,22DEC,0,0,0,Ho-Chi-Minh
2020-12-23,58,2020,12,23,23DEC,0,0,0,Ho-Chi-Minh
2020-12-24,93,2020,12,24,24DEC,0,0,0,Ho-Chi-Minh
2020-12-25,103,2020,12,25,25DEC,0,0,0,Ho-Chi-Minh
2020-12-26,78,2020,12,26,26DEC,0,0,0,Ho-Chi-Minh
2020-12-27,72,2020,12,27,27DEC,0,0,0,Ho-Chi-Minh
2020-12-28,104,2020,12,28,28DEC,0,0,0,Ho-Chi-Minh
2020-12-29,93,2020,12,29,29DEC,0,0,0,Ho-Chi-Minh
2020-12-30,95,2020,12,30,30DEC,0,0,0,Ho-Chi-Minh
2020-12-31,75,2020,12,31,31DEC,0,0,0,Ho-Chi-Minh
2020-07-02,101,2020,7,2,02JUL,0,0,0,Ho-Chi-Minh
2020-07-03,57,2020,7,3,03JUL,0,0,0,Ho-Chi-Minh
2020-07-04,52,2020,7,4,04JUL,0,0,0,Ho-Chi-Minh
2020-07-05,77,2020,7,5,05JUL,0,0,0,Ho-Chi-Minh
2020-07-06,80,2020,7,6,06JUL,0,0,0,Ho-Chi-Minh
2020-07-07,61,2020,7,7,07JUL,0,0,0,Ho-Chi-Minh
2020-07-08,52,2020,7,8,08JUL,0,0,0,Ho-Chi-Minh
2020-07-09,82,2020,7,9,09JUL,0,0,0,Ho-Chi-Minh
2020-07-10,104,2020,7,10,10JUL,0,0,0,Ho-Chi-Minh
2020-07-11,55,2020,7,11,11JUL,0,0,0,Ho-Chi-Minh
2020-07-12,68,2020,7,12,12JUL,0,0,0,Ho-Chi-Minh
2020-07-13,47,2020,7,13,13JUL,0,0,0,Ho-Chi-Minh
2020-07-14,54,2020,7,14,14JUL,0,0,0,Ho-Chi-Minh
2020-07-15,67,2020,7,15,15JUL,0,0,0,Ho-Chi-Minh
2020-07-16,57,2020,7,16,16JUL,0,0,0,Ho-Chi-Minh
2020-07-17,53,2020,7,17,17JUL,0,0,0,Ho-Chi-Minh
2020-07-18,42,2020,7,18,18JUL,0,0,0,Ho-Chi-Minh
2020-07-19,79,2020,7,19,19JUL,0,0,0,Ho-Chi-Minh
2020-07-20,113,2020,7,20,20JUL,0,0,0,Ho-Chi-Minh
2020-07-21,73,2020,7,21,21JUL,0,0,0,Ho-Chi-Minh
2020-07-22,84,2020,7,22,22JUL,0,0,0,Ho-Chi-Minh
2020-07-23,53,2020,7,23,23JUL,0,0,0,Ho-Chi-Minh
2020-07-24,73,2020,7,24,24JUL,0,0,0,Ho-Chi-Minh
2020-07-25,78,2020,7,25,25JUL,0,0,0,Ho-Chi-Minh
2020-07-26,100,2020,7,26,26JUL,0,0,0,Ho-Chi-Minh
2020-07-27,50,2020,7,27,27JUL,0,0,0,Ho-Chi-Minh
2020-07-28,64,2020,7,28,28JUL,0,0,0,Ho-Chi-Minh
2020-07-29,71,2020,7,29,29JUL,0,0,0,Ho-Chi-Minh
2020-07-30,62,2020,7,30,30JUL,0,0,0,Ho-Chi-Minh
2020-07-31,63,2020,7,31,31JUL,0,0,0,Ho-Chi-Minh
2020-08-01,57,2020,8,1,01AUG,0,0,0,Ho-Chi-Minh
2020-08-02,39,2020,8,2,02AUG,0,0,0,Ho-Chi-Minh
2020-08-03,37,2020,8,3,03AUG,0,0,0,Ho-Chi-Minh
2020-08-04,46,2020,8,4,04AUG,0,0,0,Ho-Chi-Minh
2020-08-05,54,2020,8,5,05AUG,0,0,0,Ho-Chi-Minh
2020-08-06,56,2020,8,6,06AUG,0,0,0,Ho-Chi-Minh
2020-08-07,55,2020,8,7,07AUG,0,0,0,Ho-Chi-Minh
2020-08-08,48,2020,8,8,08AUG,0,0,0,Ho-Chi-Minh
2020-08-09,52,2020,8,9,09AUG,0,0,0,Ho-Chi-Minh
2020-08-10,54,2020,8,10,10AUG,0,0,0,Ho-Chi-Minh
2020-08-11,49,2020,8,11,11AUG,0,0,0,Ho-Chi-Minh
2020-08-12,45,2020,8,12,12AUG,0,0,0,Ho-Chi-Minh
2020-08-13,62,2020,8,13,13AUG,0,0,0,Ho-Chi-Minh
2020-08-14,62,2020,8,14,14AUG,0,0,0,Ho-Chi-Minh
2020-08-15,74,2020,8,15,15AUG,0,0,0,Ho-Chi-Minh
2020-08-16,79,2020,8,16,16AUG,0,0,0,Ho-Chi-Minh
2020-08-17,82,2020,8,17,17AUG,0,0,0,Ho-Chi-Minh
2020-08-18,77,2020,8,18,18AUG,0,0,0,Ho-Chi-Minh
2020-08-19,71,2020,8,19,19AUG,0,0,0,Ho-Chi-Minh
2020-08-20,63,2020,8,20,20AUG,0,0,0,Ho-Chi-Minh
2020-08-21,84,2020,8,21,21AUG,0,0,0,Ho-Chi-Minh
2020-08-22,70,2020,8,22,22AUG,0,0,0,Ho-Chi-Minh
2020-08-23,61,2020,8,23,23AUG,0,0,0,Ho-Chi-Minh
2020-08-24,56,2020,8,24,24AUG,0,0,0,Ho-Chi-Minh
2020-08-25,65,2020,8,25,25AUG,0,0,0,Ho-Chi-Minh
2020-08-26,73,2020,8,26,26AUG,0,0,0,Ho-Chi-Minh
2020-08-27,63,2020,8,27,27AUG,0,0,0,Ho-Chi-Minh
2020-08-28,67,2020,8,28,28AUG,0,0,0,Ho-Chi-Minh
2020-08-29,60,2020,8,29,29AUG,0,0,0,Ho-Chi-Minh
2020-08-30,58,2020,8,30,30AUG,0,0,0,Ho-Chi-Minh
2020-08-31,55,2020,8,31,31AUG,0,0,0,Ho-Chi-Minh
2020-09-01,67,2020,9,1,01SEP,0,0,0,Ho-Chi-Minh
